Ano;Trimestre;Região;Instituição;Código Capítulo Diagnóstico Principal;Descrição Capítulo Diagnóstico Principal;Taxa Internamento;Dias de Internamento;Taxa Mortalidade
2023;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;12.07;798;0.0
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;9;Doenças do aparelho circulatório;13.43;6667;9.94
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, E.P.E.;15;Gravidez, parto e puerpério;10.27;1948;0.0
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.01;465;1.82
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;2.7199999999999998;631;3.7699999999999996
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;2.52;732;2.04
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;6;Doenças do sistema nervoso;1.7000000000000002;196;24.240000000000002
2023;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;14;Doenças do aparelho geniturinário;6.2700000000000005;648;16.25
2023;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.16;7;0.0
2023;Primeiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;1;Algumas doenças infecciosas e parasitárias;2.0;2360;33.53
2023;Primeiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;9;Doenças do aparelho circulatório;14.12;14622;13.489999999999998
2023;Primeiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.0500000000000003;1212;5.8500000000000005
2023;Primeiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;13.100000000000001;5360;3.2
2023;Primeiro;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Coimbra, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.96;36;0.0
2023;Primeiro;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Coimbra, E.P.E.;9;Doenças do aparelho circulatório;0.37;3;0.0
2023;Primeiro;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Coimbra, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.35;37;0.0
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E.P.E.;2;Neoplasias;8.94;2058;13.4
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E.P.E.;6;Doenças do sistema nervoso;1.97;581;28.26
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E.P.E.;14;Doenças do aparelho geniturinário;3.7699999999999996;563;2.27
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.26;23;0.0
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;2;Neoplasias;6.569999999999999;1800;24.44
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.41;426;10.34
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.54;127;0.0
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;14;Doenças do aparelho geniturinário;4.58;772;9.569999999999999
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.95;352;17.5
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.6099999999999999;654;7.41
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.74;128;0.0
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.21;703;7.55
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;22;Códigos para fins especiais;0.7799999999999999;1225;20.59
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.51;630;10.17
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;6;Doenças do sistema nervoso;2.54;2994;3.7699999999999996
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;10;Doenças do aparelho respiratório;10.780000000000001;10415;8.15
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;15;Gravidez, parto e puerpério;4.55;2241;0.0
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;9.48;11650;3.8600000000000003
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;11;Doenças do aparelho digestivo;9.520000000000001;4102;5.9799999999999995
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;2;Neoplasias;6.76;2965;11.35
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;1.9900000000000002;2374;0.8200000000000001
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.5700000000000001;123;0.0
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;9;Doenças do aparelho circulatório;11.709999999999999;5965;6.140000000000001
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;16;Algumas condições originadas no período perinatal;0.29;156;5.56
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.26;20;0.0
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;9;Doenças do aparelho circulatório;12.34;1813;8.75
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;10;Doenças do aparelho respiratório;15.27;2616;17.169999999999998
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;11;Doenças do aparelho digestivo;13.11;1473;2.35
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.15;3;0.0
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.5499999999999999;842;3.95
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;14;Doenças do aparelho geniturinário;5.81;5578;3.7600000000000002
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;8.09;18040;5.04
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;12.06;7656;3.38
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.5599999999999999;411;16.13
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;1.46;3133;1.25
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;12;Doenças da pele e do tecido subcutâneo;1.4200000000000002;533;3.85
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;14;Doenças do aparelho geniturinário;6.239999999999999;2950;6.41
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;16;Algumas condições originadas no período perinatal;0.24;126;0.0
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.29;71;0.0
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.77;562;3.09
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;22;Códigos para fins especiais;1.73;801;21.05
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;2.65;336;8.57
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.08;6;0.0
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.27;209;3.3300000000000005
2023;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;10.530000000000001;1602;1.44
2023;Primeiro;Região de Saúde do Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;1;Algumas doenças infecciosas e parasitárias;1.22;407;30.56
2023;Primeiro;Região de Saúde do Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;10;Doenças do aparelho respiratório;2.1;792;19.35
2023;Primeiro;Região de Saúde do Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.06999999999999999;7;0.0
2023;Primeiro;Região de Saúde do Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;1.39;481;2.44
2023;Primeiro;Região de Saúde do Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;22;Códigos para fins especiais;0.1;22;33.33
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;2;Neoplasias;5.5;825;12.0
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;6;Doenças do sistema nervoso;0.84;255;10.530000000000001
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;11;Doenças do aparelho digestivo;11.83;1409;1.8599999999999999
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;16;Algumas condições originadas no período perinatal;0.31;39;0.0
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;14.12;1097;0.62
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;22;Códigos para fins especiais;0.88;115;30.0
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;2;Neoplasias;3.44;354;21.740000000000002
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;1.05;143;7.140000000000001
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;14;Doenças do aparelho geniturinário;5.609999999999999;524;5.33
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;16;Algumas condições originadas no período perinatal;0.06999999999999999;2;0.0
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;10.33;1235;1.4500000000000002
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;2;Neoplasias;9.45;5915;12.23
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;8;Doenças do ouvido e da apófise mastóide;1.04;290;0.0
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;11;Doenças do aparelho digestivo;8.51;3683;5.43
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;6.1899999999999995;2781;0.83
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.58;1274;6.47
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;9.58;9665;5.63
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;9.92;4605;0.38999999999999996
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;1;Algumas doenças infecciosas e parasitárias;3.1399999999999997;1923;24.22
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;4.43;1066;2.1999999999999997
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;6;Doenças do sistema nervoso;0.7799999999999999;404;7.5
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.91;929;7.140000000000001
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;8.3;4459;4.0
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;22;Códigos para fins especiais;1.1900000000000002;516;18.029999999999998
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Gaia / Espinho, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;8.290000000000001;5625;3.6799999999999997
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Gaia / Espinho, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;7.57;1937;0.37
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;2;Neoplasias;7.21;2810;10.0
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;9;Doenças do aparelho circulatório;12.01;4775;7.04
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;10;Doenças do aparelho respiratório;12.709999999999999;4840;11.35
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;2;Neoplasias;9.19;5772;8.219999999999999
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Almada / Seixal, E.P.E.;11;Doenças do aparelho digestivo;8.17;3789;5.390000000000001
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Amadora / Sintra, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;2.07;1274;2.78
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Amadora / Sintra, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;1.48;2453;1.94
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Amadora / Sintra, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;7.489999999999999;7541;5.57
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Amadora / Sintra, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;10.93;3825;1.4500000000000002
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, E.P.E.;10;Doenças do aparelho respiratório;8.129999999999999;5410;14.04
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, E.P.E.;11;Doenças do aparelho digestivo;8.02;3364;2.16
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, E.P.E.;14;Doenças do aparelho geniturinário;5.46;3173;6.959999999999999
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, E.P.E.;15;Gravidez, parto e puerpério;8.649999999999999;2238;0.0
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;7;Doenças do olho e anexos;0.18;76;0.0
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.26;29;0.0
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;9;Doenças do aparelho circulatório;13.420000000000002;7357;10.51
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;1;Algumas doenças infecciosas e parasitárias;4.19;1928;31.46
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;2;Neoplasias;6.88;2670;18.84
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;6;Doenças do sistema nervoso;1.32;513;5.36
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;7;Doenças do olho e anexos;0.7799999999999999;64;0.0
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;3.8600000000000003;1051;13.41
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;1;Algumas doenças infecciosas e parasitárias;4.41;2252;25.0
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;2;Neoplasias;4.99;1772;14.74
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.42;54;6.25
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;9;Doenças do aparelho circulatório;13.96;6699;9.959999999999999
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.84;353;0.0
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;10;Doenças do aparelho respiratório;15.9;7002;11.33
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;1.3599999999999999;814;0.0
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.78;715;4.41
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.91;512;2.86
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;9;Doenças do aparelho circulatório;16.33;13498;7.180000000000001
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;3.0300000000000002;1525;0.0
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;15;Gravidez, parto e puerpério;10.09;2957;0.0
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;7;Doenças do olho e anexos;0.13;67;0.0
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;10;Doenças do aparelho respiratório;6.29;5802;5.64
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;12;Doenças da pele e do tecido subcutâneo;1.35;437;1.1900000000000002
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;22;Códigos para fins especiais;0.18;496;9.09
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.96;1042;4.29
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;7;Doenças do olho e anexos;0.25;37;0.0
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.38999999999999996;30;0.0
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;10;Doenças do aparelho respiratório;11.19;4704;27.500000000000004
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;15;Gravidez, parto e puerpério;11.72;1357;0.0
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;16;Algumas condições originadas no período perinatal;0.53;35;0.0
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;8.28;2946;4.390000000000001
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;1.3;769;8.33
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, E.P.E.;16;Algumas condições originadas no período perinatal;0.38;93;0.0
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.18;33;0.0
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.21;155;0.0
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;6;Doenças do sistema nervoso;1.68;562;12.770000000000001
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;7;Doenças do olho e anexos;0.04;3;0.0
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;11;Doenças do aparelho digestivo;11.92;2319;2.4
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.64;360;5.56
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.6;554;4.44
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;6;Doenças do sistema nervoso;1.46;307;4.88
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.53;41;0.0
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.75;296;9.520000000000001
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;2.16;3988;2.86
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;6;Doenças do sistema nervoso;2.42;2369;5.7299999999999995
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;10;Doenças do aparelho respiratório;19.1;12442;11.95
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.7100000000000001;820;10.870000000000001
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;3.39;1386;1.82
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;16;Algumas condições originadas no período perinatal;0.37;289;0.0
2023;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.13999999999999999;38;0.0
2023;Primeiro;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;7;Doenças do olho e anexos;0.15;10;0.0
2023;Primeiro;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;8;Doenças do ouvido e da apófise mastóide;0.27;27;0.0
2023;Primeiro;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;12;Doenças da pele e do tecido subcutâneo;0.54;150;0.0
2023;Primeiro;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;14;Doenças do aparelho geniturinário;5.62;1052;3.2300000000000004
2023;Primeiro;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;16;Algumas condições originadas no período perinatal;0.36;53;0.0
2023;Primeiro;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;17;Malformações congénitas, deformações e anomalias cromossómicas;0.12;15;0.0
2023;Primeiro;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;19;Lesões, envenenamento e algumas outras consequências de causas externas;7.82;2236;3.47
2023;Primeiro;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.04;9;0.0
2023;Primeiro;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;6;Doenças do sistema nervoso;1.09;480;11.110000000000001
2023;Primeiro;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;11;Doenças do aparelho digestivo;3.34;531;3.61
2023;Primeiro;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.6799999999999999;247;0.0
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;2.1;805;10.979999999999999
2023;Primeiro;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, E.P.E.;6;Doenças do sistema nervoso;1.28;549;10.0
